from,to,time,message
43,45,2017-04-03T06:26:24+09:00,"I have a bad feeling about this. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. You're like Hitler, except...Hitler cared about Germany, or something."
43,45,2017-04-10T10:02:10+09:00,"You know, that little droid is going to cause me a lot of trouble. Only at the end do you realize the power of the Dark Side. I find your lack of faith disturbing."
45,43,2017-05-28T01:54:30+09:00,"Aww, gee, you got me there Rick. Wars not make one great."
43,45,2017-05-05T21:06:53+09:00,Wars not make one great. WUBBA LUBBA DUB DUBS!!!
43,45,2017-04-05T18:07:13+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
45,43,2017-05-06T03:00:36+09:00,"Would somebody get this big walking carpet out of my way? Go home and drink, grandpa. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
43,45,2017-04-13T09:03:12+09:00,"Ohh yea, you gotta get schwifty. Adventure. Excitement. A Jedi craves not these things. Judge me by my size, do you?"
43,45,2017-05-12T17:12:06+09:00,Adventure. Excitement. A Jedi craves not these things.
43,45,2017-04-22T22:53:00+09:00,"Well, you said you wanted to be around when I made a mistake."
45,43,2017-04-27T23:25:27+09:00,"You're our boy dog, don't even trip. Would somebody get this big walking carpet out of my way?"
45,43,2017-04-14T08:01:51+09:00,"You know, that little droid is going to cause me a lot of trouble. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Who's the more foolish; the fool, or the fool who follows him?"
46,43,2017-05-12T06:04:24+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. I find your lack of faith disturbing. Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering."
43,46,2017-04-22T13:56:37+09:00,Aren't you a little short for a Stormtrooper? No reward is worth this.
46,43,2017-05-27T00:50:23+09:00,"Truly wonderful, the mind of a child is. You'll find I'm full of surprises! Go home and drink, grandpa."
43,46,2017-04-29T22:00:17+09:00,"You're our boy dog, don't even trip."
46,43,2017-05-07T02:47:55+09:00,"Go home and drink, grandpa. You're like Hitler, except...Hitler cared about Germany, or something. Would somebody get this big walking carpet out of my way?"
43,46,2017-04-26T15:22:40+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
46,43,2017-05-12T18:05:40+09:00,"Now, witness the power of this fully operational battle station. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Sometimes science is a lot more art, than science. A lot of people don't get that."
46,43,2017-05-22T00:00:27+09:00,"Only at the end do you realize the power of the Dark Side. Judge me by my size, do you?"
46,43,2017-05-16T14:10:19+09:00,Do. Or do not. There is no try.
46,43,2017-05-23T21:04:11+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Wars not make one great."
46,43,2017-04-30T19:37:49+09:00,I don't get it and I don't need to. Aren't you a little short for a Stormtrooper? Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering.
46,43,2017-04-06T00:35:46+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Adventure. Excitement. A Jedi craves not these things."
43,46,2017-05-11T12:30:56+09:00,"Well, you said you wanted to be around when I made a mistake."
46,43,2017-05-11T11:11:07+09:00,"Do. Or do not. There is no try. Aw, c'mon Rick. That doesn't seem so bad. Truly wonderful, the mind of a child is."
43,46,2017-04-13T20:42:26+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream?
43,46,2017-05-26T09:20:12+09:00,"I have a bad feeling about this. This isn't Game of Thrones, Morty."
43,46,2017-03-30T19:34:15+09:00,"Strike me down, and I will become more powerful than you could possibly imagine."
46,43,2017-05-05T11:35:35+09:00,"Do. Or do not. There is no try. No reward is worth this. Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain."
46,43,2017-05-21T12:48:07+09:00,"Aww, gee, you got me there Rick. He's not a hot girl. He can't just bail on his life and set up shop in someone else's."
43,46,2017-05-07T22:25:39+09:00,"Judge me by my size, do you? Ohh yea, you gotta get schwifty. Pluto's a planet."
43,46,2017-04-10T00:30:57+09:00,You'll find I'm full of surprises! You are unwise to lower your defenses!
46,43,2017-05-26T13:44:37+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. R2-D2, you know better than to trust a strange computer!"
46,43,2017-04-13T09:11:00+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. WUBBA LUBBA DUB DUBS!!! I'm the devil. What should I do when I fail? Give myself an ice cream?"
46,43,2017-05-12T22:41:14+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Truly wonderful, the mind of a child is. You're like Hitler, except...Hitler cared about Germany, or something."
43,46,2017-05-02T11:18:53+09:00,"Truly wonderful, the mind of a child is. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Well, you said you wanted to be around when I made a mistake."
46,43,2017-04-09T23:59:20+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. This isn't Game of Thrones, Morty. No reward is worth this."
43,46,2017-04-15T11:37:57+09:00,"Adventure. Excitement. A Jedi craves not these things. Do. Or do not. There is no try. Go home and drink, grandpa."
46,43,2017-04-04T17:23:34+09:00,"I like what you got. Who's the more foolish; the fool, or the fool who follows him?"
43,46,2017-05-24T19:23:38+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
46,43,2017-04-13T22:21:38+09:00,"Would somebody get this big walking carpet out of my way? If you're saying that coming here was a bad idea, I'm starting to agree with you."
43,46,2017-03-31T20:40:44+09:00,"Now, witness the power of this fully operational battle station."
43,46,2017-04-01T17:32:43+09:00,WUBBA LUBBA DUB DUBS!!!
46,43,2017-05-14T20:49:49+09:00,"R2-D2, you know better than to trust a strange computer! You're like Hitler, except...Hitler cared about Germany, or something."
43,46,2017-04-27T11:38:41+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. Sometimes science is a lot more art, than science. A lot of people don't get that. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
46,43,2017-05-20T02:38:30+09:00,"You know, that little droid is going to cause me a lot of trouble. Adventure. Excitement. A Jedi craves not these things. I have a bad feeling about this."
46,43,2017-05-05T07:53:05+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. R2-D2, you know better than to trust a strange computer! Sometimes science is a lot more art, than science. A lot of people don't get that."
43,46,2017-04-22T14:58:02+09:00,"Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Who's the more foolish; the fool, or the fool who follows him?"
45,44,2017-04-11T15:03:46+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. A Jedi uses the Force for knowledge and defense, never for attack."
45,44,2017-04-15T07:13:56+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. You're like Hitler, except...Hitler cared about Germany, or something. Aren't you a little short for a Stormtrooper?"
44,45,2017-05-27T08:17:27+09:00,"Truly wonderful, the mind of a child is. Would somebody get this big walking carpet out of my way?"
44,45,2017-05-08T23:46:24+09:00,Aren't you a little short for a Stormtrooper?
44,45,2017-04-05T19:16:42+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
44,45,2017-04-02T06:24:42+09:00,You will never find a more wretched hive of scum and villainy. We must be cautious.
45,44,2017-05-26T04:40:22+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you. A Jedi uses the Force for knowledge and defense, never for attack."
44,45,2017-05-01T21:18:03+09:00,Aren't you a little short for a Stormtrooper?
44,45,2017-05-18T15:19:16+09:00,Would somebody get this big walking carpet out of my way? Only at the end do you realize the power of the Dark Side.
45,44,2017-04-01T06:55:35+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Well, you said you wanted to be around when I made a mistake."
44,45,2017-04-28T14:25:55+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? Wars not make one great. Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
45,44,2017-05-27T01:56:04+09:00,"A Jedi uses the Force for knowledge and defense, never for attack."
44,45,2017-04-25T05:34:00+09:00,"No reward is worth this. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
45,44,2017-05-11T18:01:04+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? Ohh yea, you gotta get schwifty. You're like Hitler, except...Hitler cared about Germany, or something."
45,44,2017-05-03T09:51:20+09:00,"Aww, gee, you got me there Rick. I don't get it and I don't need to."
44,45,2017-05-28T12:58:36+09:00,"Truly wonderful, the mind of a child is."
45,44,2017-05-20T20:16:40+09:00,"I have a bad feeling about this. HI! I'M MR MEESEEKS! LOOK AT ME! R2-D2, you know better than to trust a strange computer!"
45,44,2017-04-11T22:29:53+09:00,Shut him up or shut him down.
44,45,2017-05-26T06:59:02+09:00,Aren't you a little short for a Stormtrooper? I like what you got.
45,44,2017-05-25T00:55:52+09:00,I find your lack of faith disturbing. Never tell me the odds!
45,44,2017-05-07T06:46:20+09:00,I don't get it and I don't need to.
44,45,2017-04-19T10:35:16+09:00,Shut him up or shut him down.
44,45,2017-05-08T07:08:17+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Yo! What up my glip glops!
45,44,2017-04-13T08:35:52+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.
45,44,2017-04-17T02:40:13+09:00,"You do have your moments. Not many, but you have them. Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
45,44,2017-05-06T08:08:12+09:00,"Aww, gee, you got me there Rick."
45,44,2017-05-12T22:02:08+09:00,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet. Adventure. Excitement. A Jedi craves not these things.
45,44,2017-05-13T18:49:51+09:00,"Bounty hunters! We don't need this scum. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
45,44,2017-04-21T06:15:20+09:00,"Pluto's a planet. Hello Jerry, come to rub my face in urine again? Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
44,45,2017-04-20T05:47:20+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. A Jedi uses the Force for knowledge and defense, never for attack. I'm the devil. What should I do when I fail? Give myself an ice cream?"
45,44,2017-05-25T12:34:17+09:00,"Adventure. Excitement. A Jedi craves not these things. Ohh yea, you gotta get schwifty."
45,44,2017-04-29T04:41:38+09:00,That is why you fail. Only at the end do you realize the power of the Dark Side.
44,45,2017-05-28T20:53:34+09:00,"Pluto's a planet. Aww, gee, you got me there Rick. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
45,44,2017-04-10T20:17:41+09:00,"You do have your moments. Not many, but you have them."
44,45,2017-04-26T12:28:51+09:00,"A Jedi uses the Force for knowledge and defense, never for attack. There is no god, Summer; gotta rip that band-aid off now you'll thank me later. Sometimes science is a lot more art, than science. A lot of people don't get that."
45,44,2017-05-07T19:20:20+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. Judge me by my size, do you? Don’t even trip dawg."
44,45,2017-05-16T08:04:45+09:00,"You are unwise to lower your defenses! R2-D2, you know better than to trust a strange computer! Strike me down, and I will become more powerful than you could possibly imagine."
44,45,2017-04-28T12:17:19+09:00,Only at the end do you realize the power of the Dark Side.
44,45,2017-05-23T21:27:07+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Bounty hunters! We don't need this scum. A Jedi uses the Force for knowledge and defense, never for attack."
45,44,2017-04-06T09:02:30+09:00,Aren't you a little short for a Stormtrooper?
45,44,2017-04-05T13:23:25+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. He's not a hot girl. He can't just bail on his life and set up shop in someone else's."
44,45,2017-04-13T10:37:52+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. WUBBA LUBBA DUB DUBS!!!"
45,44,2017-04-18T04:22:10+09:00,"Go home and drink, grandpa. You're like Hitler, except...Hitler cared about Germany, or something."
44,45,2017-04-15T18:56:12+09:00,"Aren't you a little short for a Stormtrooper? He's not a hot girl. He can't just bail on his life and set up shop in someone else's. You're like Hitler, except...Hitler cared about Germany, or something."
44,45,2017-05-07T15:09:00+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream?
45,44,2017-04-04T12:49:40+09:00,Would somebody get this big walking carpet out of my way?
45,44,2017-04-03T06:30:58+09:00,"Truly wonderful, the mind of a child is. Well, you said you wanted to be around when I made a mistake."
44,45,2017-05-06T22:59:53+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Never tell me the odds!"
44,45,2017-04-30T09:56:33+09:00,"You're like Hitler, except...Hitler cared about Germany, or something."
44,45,2017-05-14T01:32:50+09:00,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
44,45,2017-04-25T11:10:39+09:00,Bounty hunters! We don't need this scum.
45,44,2017-05-24T08:38:28+09:00,"No reward is worth this. Strike me down, and I will become more powerful than you could possibly imagine. Aww, gee, you got me there Rick."
44,45,2017-04-19T06:05:41+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
44,45,2017-04-27T15:57:17+09:00,"You'll find I'm full of surprises! Well, you said you wanted to be around when I made a mistake."
44,45,2017-05-17T21:38:22+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
45,44,2017-04-04T23:20:53+09:00,Would somebody get this big walking carpet out of my way?
45,44,2017-04-22T20:19:18+09:00,"Aw, c'mon Rick. That doesn't seem so bad."
45,44,2017-05-26T06:39:02+09:00,"Sometimes science is a lot more art, than science. A lot of people don't get that. You will never find a more wretched hive of scum and villainy. We must be cautious."
44,46,2017-04-24T18:39:19+09:00,"Shut him up or shut him down. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. Pluto's a planet."
44,46,2017-05-25T04:10:30+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Hello Jerry, come to rub my face in urine again?"
46,44,2017-05-08T08:31:10+09:00,"WUBBA LUBBA DUB DUBS!!! Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
44,46,2017-05-16T16:37:58+09:00,I find your lack of faith disturbing.
44,46,2017-04-28T00:35:52+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Yo! What up my glip glops!"
46,44,2017-05-24T16:59:50+09:00,"You know, that little droid is going to cause me a lot of trouble."
46,44,2017-05-03T13:15:22+09:00,"You are unwise to lower your defenses! Ohh yea, you gotta get schwifty. Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together."
44,46,2017-04-29T00:55:16+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. Wars not make one great."
46,44,2017-04-03T11:47:22+09:00,"R2-D2, you know better than to trust a strange computer! Who's the more foolish; the fool, or the fool who follows him?"
44,46,2017-04-17T00:30:27+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream? I have a bad feeling about this.
44,46,2017-04-20T12:36:40+09:00,"Aren't you a little short for a Stormtrooper? Truly wonderful, the mind of a child is."
46,44,2017-04-15T00:43:41+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
44,46,2017-05-22T09:16:24+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. Aren't you a little short for a Stormtrooper? Ohh yea, you gotta get schwifty."
46,44,2017-04-23T15:46:58+09:00,"You're our boy dog, don't even trip. Don’t even trip dawg. You do have your moments. Not many, but you have them."
46,44,2017-05-02T10:38:17+09:00,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later. You are unwise to lower your defenses!"
46,44,2017-04-03T22:24:50+09:00,Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering.
46,44,2017-04-13T15:25:30+09:00,"It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
46,44,2017-05-04T12:50:13+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
46,44,2017-05-01T19:54:59+09:00,You'll find I'm full of surprises!
46,44,2017-05-09T16:18:47+09:00,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together. I like what you got."
44,46,2017-04-17T15:58:47+09:00,"WUBBA LUBBA DUB DUBS!!! That is why you fail. Sometimes science is a lot more art, than science. A lot of people don't get that."
46,44,2017-05-18T04:52:27+09:00,"Would somebody get this big walking carpet out of my way? It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal. If you're saying that coming here was a bad idea, I'm starting to agree with you."
44,46,2017-05-15T07:47:39+09:00,"Hello Jerry, come to rub my face in urine again? Strike me down, and I will become more powerful than you could possibly imagine."
44,46,2017-04-05T18:04:01+09:00,"Bounty hunters! We don't need this scum. There is no god, Summer; gotta rip that band-aid off now you'll thank me later."
46,44,2017-05-20T03:09:43+09:00,"A Jedi uses the Force for knowledge and defense, never for attack. Don’t even trip dawg."
44,46,2017-04-18T11:28:06+09:00,"I don't get it and I don't need to. Sometimes science is a lot more art, than science. A lot of people don't get that."
44,46,2017-05-16T08:33:39+09:00,"Aww, gee, you got me there Rick. Shut him up or shut him down."
46,44,2017-05-24T02:01:48+09:00,"You're our boy dog, don't even trip."
44,46,2017-04-24T09:39:25+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
46,44,2017-05-25T14:12:23+09:00,"That is why you fail. Go home and drink, grandpa. No reward is worth this."
44,46,2017-05-20T07:18:10+09:00,Yo! What up my glip glops!
46,44,2017-05-18T08:01:09+09:00,Never tell me the odds!
44,46,2017-04-21T02:51:01+09:00,"I'm the devil. What should I do when I fail? Give myself an ice cream? Ohh yea, you gotta get schwifty."
44,46,2017-04-27T20:08:38+09:00,HI! I'M MR MEESEEKS! LOOK AT ME!
46,44,2017-05-02T05:34:26+09:00,"Truly wonderful, the mind of a child is. A Jedi uses the Force for knowledge and defense, never for attack."
46,44,2017-04-29T09:00:26+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. Who's the more foolish; the fool, or the fool who follows him? Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet."
44,46,2017-05-24T21:22:41+09:00,No reward is worth this.
44,46,2017-05-05T19:06:50+09:00,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
44,46,2017-03-31T01:30:24+09:00,"Strike me down, and I will become more powerful than you could possibly imagine."
46,44,2017-04-22T05:12:36+09:00,"Truly wonderful, the mind of a child is. I like what you got."
44,46,2017-04-15T12:45:35+09:00,"This isn't Game of Thrones, Morty."
44,46,2017-05-10T04:13:15+09:00,That is why you fail.
44,46,2017-04-08T03:26:57+09:00,Adventure. Excitement. A Jedi craves not these things. He's not a hot girl. He can't just bail on his life and set up shop in someone else's.
44,46,2017-05-13T15:15:18+09:00,HI! I'M MR MEESEEKS! LOOK AT ME! Shut him up or shut him down. I'm the devil. What should I do when I fail? Give myself an ice cream?
44,46,2017-05-10T17:20:47+09:00,"Now, witness the power of this fully operational battle station. There is no god, Summer; gotta rip that band-aid off now you'll thank me later. That is why you fail."
46,44,2017-04-13T17:21:19+09:00,"R2-D2, you know better than to trust a strange computer!"
46,44,2017-05-19T18:36:29+09:00,"You're like Hitler, except...Hitler cared about Germany, or something. Do. Or do not. There is no try. Truly wonderful, the mind of a child is."
46,44,2017-04-07T15:52:49+09:00,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
44,46,2017-05-11T01:17:04+09:00,"You will never find a more wretched hive of scum and villainy. We must be cautious. Aww, gee, you got me there Rick. You know, that little droid is going to cause me a lot of trouble."
46,44,2017-04-09T05:22:41+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
45,46,2017-04-12T01:49:19+09:00,"Who's the more foolish; the fool, or the fool who follows him? Do. Or do not. There is no try."
46,45,2017-05-18T16:28:28+09:00,Only at the end do you realize the power of the Dark Side. I find your lack of faith disturbing.
45,46,2017-03-31T03:40:06+09:00,"Well, you said you wanted to be around when I made a mistake. You're like Hitler, except...Hitler cared about Germany, or something."
46,45,2017-04-07T18:59:20+09:00,"Now, witness the power of this fully operational battle station."
45,46,2017-04-03T07:40:21+09:00,"Yo! What up my glip glops! It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
45,46,2017-04-16T09:47:47+09:00,"Hello Jerry, come to rub my face in urine again? You're like Hitler, except...Hitler cared about Germany, or something."
46,45,2017-05-20T22:23:57+09:00,"Ohh yea, you gotta get schwifty. R2-D2, you know better than to trust a strange computer!"
45,46,2017-05-11T04:28:12+09:00,Aren't you a little short for a Stormtrooper? Never tell me the odds!
46,45,2017-04-14T21:44:07+09:00,"You know, that little droid is going to cause me a lot of trouble."
45,46,2017-04-10T19:28:35+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white."
45,46,2017-05-09T05:47:03+09:00,"If you're saying that coming here was a bad idea, I'm starting to agree with you."
45,46,2017-05-16T03:59:11+09:00,I'm the devil. What should I do when I fail? Give myself an ice cream? He's not a hot girl. He can't just bail on his life and set up shop in someone else's. Would somebody get this big walking carpet out of my way?
45,46,2017-05-22T20:46:39+09:00,"You know, that little droid is going to cause me a lot of trouble."
46,45,2017-05-16T09:47:19+09:00,"Do. Or do not. There is no try. Ohh yea, you gotta get schwifty."
46,45,2017-05-15T05:55:53+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. If you're saying that coming here was a bad idea, I'm starting to agree with you. Go home and drink, grandpa."
46,45,2017-04-13T23:52:04+09:00,Aren't you a little short for a Stormtrooper?
45,46,2017-04-15T02:40:56+09:00,Would somebody get this big walking carpet out of my way? No reward is worth this.
41,40,2017-05-17T02:52:14+09:00,"Strike me down, and I will become more powerful than you could possibly imagine. No reward is worth this. Do. Or do not. There is no try."
41,40,2017-04-05T02:34:22+09:00,"Go home and drink, grandpa. No reward is worth this. It's not impossible. I used to bullseye womp rats in my T-16 back home, they're not much bigger than two meters."
40,41,2017-05-02T10:57:25+09:00,"Bounty hunters! We don't need this scum. Judge me by my size, do you? You know, that little droid is going to cause me a lot of trouble."
41,40,2017-05-18T06:59:25+09:00,Bounty hunters! We don't need this scum. Do. Or do not. There is no try. Only at the end do you realize the power of the Dark Side.
40,41,2017-04-03T22:58:09+09:00,WUBBA LUBBA DUB DUBS!!!
40,41,2017-05-25T06:28:56+09:00,WUBBA LUBBA DUB DUBS!!!
40,41,2017-04-30T10:44:49+09:00,That is why you fail. Aren't you a little short for a Stormtrooper?
41,40,2017-05-11T00:28:46+09:00,"Truly wonderful, the mind of a child is."
41,40,2017-05-02T15:46:52+09:00,"Aw, c'mon Rick. That doesn't seem so bad."
40,41,2017-04-08T07:48:52+09:00,"Fear is the path to the dark side... fear leads to anger... anger leads to hate... hate leads to suffering. Ohh yea, you gotta get schwifty. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
41,40,2017-04-29T12:36:55+09:00,"Ohh yea, you gotta get schwifty. You're our boy dog, don't even trip."
40,41,2017-05-14T07:58:14+09:00,"You'll find I'm full of surprises! Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?"
41,40,2017-05-15T23:03:59+09:00,"That is why you fail. HI! I'M MR MEESEEKS! LOOK AT ME! You're like Hitler, except...Hitler cared about Germany, or something."
40,41,2017-04-30T02:40:30+09:00,Adventure. Excitement. A Jedi craves not these things.
40,41,2017-04-20T14:45:44+09:00,"Truly wonderful, the mind of a child is."
40,41,2017-05-06T05:34:59+09:00,Shut him up or shut him down.
40,41,2017-04-13T06:54:29+09:00,You will never find a more wretched hive of scum and villainy. We must be cautious. I don't get it and I don't need to. I like what you got.
40,41,2017-05-05T16:26:08+09:00,"If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed. You do have your moments. Not many, but you have them."
41,40,2017-05-24T13:53:36+09:00,"WUBBA LUBBA DUB DUBS!!! Aw, c'mon Rick. That doesn't seem so bad. Well, you said you wanted to be around when I made a mistake."
40,41,2017-05-09T20:27:27+09:00,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white. Never tell me the odds!"
41,40,2017-04-20T07:28:31+09:00,Don’t even trip dawg.
40,41,2017-05-11T19:46:02+09:00,"Aw, c'mon Rick. That doesn't seem so bad. Bounty hunters! We don't need this scum. Aww, gee, you got me there Rick."
40,41,2017-05-12T22:54:05+09:00,"Ohh yea, you gotta get schwifty. R2-D2, you know better than to trust a strange computer! Hello Jerry, come to rub my face in urine again?"
41,40,2017-04-14T07:16:24+09:00,"This isn't Game of Thrones, Morty. Never tell me the odds!"
40,41,2017-04-01T23:22:35+09:00,"Who's the more foolish; the fool, or the fool who follows him? Aw, c'mon Rick. That doesn't seem so bad."
40,41,2017-04-16T08:12:31+09:00,"You do have your moments. Not many, but you have them. Strike me down, and I will become more powerful than you could possibly imagine."
41,40,2017-05-14T23:43:41+09:00,Pluto's a planet. Would somebody get this big walking carpet out of my way? Bounty hunters! We don't need this scum.
40,41,2017-05-08T09:26:53+09:00,"Now, witness the power of this fully operational battle station."
40,42,2017-04-29T10:53:04+09:00,"Go home and drink, grandpa. Shut him up or shut him down. Aren't you a little short for a Stormtrooper?"
42,40,2017-05-04T17:52:03+09:00,"I don't get it and I don't need to. Shut him up or shut him down. Judge me by my size, do you?"
42,40,2017-04-11T10:31:58+09:00,"Bounty hunters! We don't need this scum. A Jedi uses the Force for knowledge and defense, never for attack."
40,42,2017-05-23T10:48:14+09:00,"This isn't Game of Thrones, Morty. WUBBA LUBBA DUB DUBS!!! If they follow standard Imperial procedure, they'll dump their garbage before they go to light-speed."
42,40,2017-04-06T01:51:00+09:00,"A Jedi uses the Force for knowledge and defense, never for attack. Aww, gee, you got me there Rick. He's not a hot girl. He can't just bail on his life and set up shop in someone else's."
42,40,2017-03-30T14:33:41+09:00,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain. I have a bad feeling about this."
42,40,2017-04-23T14:07:14+09:00,"HI! I'M MR MEESEEKS! LOOK AT ME! Go home and drink, grandpa. It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal."
42,40,2017-04-08T17:08:49+09:00,You will never find a more wretched hive of scum and villainy. We must be cautious.
